fips,county,state,cbsa,cbsaname
48467,"Van Zandt County, TX",TX,99999,NA
48499,"Wood County, TX",TX,99999,NA
48379,"Rains County, TX",TX,99999,NA
48063,"Camp County, TX",TX,99999,NA
48183,"Gregg County, TX",TX,30980,"Longview, TX"
48073,"Cherokee County, TX",TX,27380,"Jacksonville, TX"
48001,"Anderson County, TX",TX,37300,"Palestine, TX"
48341,"Moore County, TX",TX,20300,"Dumas, TX"
48233,"Hutchinson County, TX",TX,14420,"Borger, TX"
48111,"Dallam County, TX",TX,99999,NA
48393,"Roberts County, TX",TX,99999,NA
48437,"Swisher County, TX",TX,99999,NA
48161,"Freestone County, TX",TX,99999,NA
48309,"McLennan County, TX",TX,47380,"Waco, TX"
48299,"Llano County, TX",TX,99999,NA
48053,"Burnet County, TX",TX,99999,NA
48149,"Fayette County, TX",TX,99999,NA
48031,"Blanco County, TX",TX,99999,NA
48021,"Bastrop County, TX",TX,12420,"Austin-Round Rock, TX"
48289,"Leon County, TX",TX,99999,NA
48185,"Grimes County, TX",TX,99999,NA
48041,"Brazos County, TX",TX,17780,"College Station-Bryan, TX"
48313,"Madison County, TX",TX,99999,NA
48477,"Washington County, TX",TX,14780,"Brenham, TX"
48163,"Frio County, TX",TX,99999,NA
48171,"Gillespie County, TX",TX,23240,"Fredericksburg, TX"
48493,"Wilson County, TX",TX,41700,"San Antonio-New Braunfels, TX"
48013,"Atascosa County, TX",TX,41700,"San Antonio-New Braunfels, TX"
48029,"Bexar County, TX",TX,41700,"San Antonio-New Braunfels, TX"
48325,"Medina County, TX",TX,41700,"San Antonio-New Braunfels, TX"
48265,"Kerr County, TX",TX,28500,"Kerrville, TX"
48091,"Comal County, TX",TX,41700,"San Antonio-New Braunfels, TX"
48019,"Bandera County, TX",TX,41700,"San Antonio-New Braunfels, TX"
48259,"Kendall County, TX",TX,41700,"San Antonio-New Braunfels, TX"
48445,"Terry County, TX",TX,99999,NA
48305,"Lynn County, TX",TX,31180,"Lubbock, TX"
48279,"Lamb County, TX",TX,99999,NA
48269,"King County, TX",TX,99999,NA
48479,"Webb County, TX",TX,29700,"Laredo, TX"
48505,"Zapata County, TX",TX,49820,"Zapata, TX"
48247,"Jim Hogg County, TX",TX,99999,NA
48427,"Starr County, TX",TX,40100,"Rio Grande City, TX"
48417,"Shackelford County, TX",TX,99999,NA
48441,"Taylor County, TX",TX,10180,"Abilene, TX"
48353,"Nolan County, TX",TX,45020,"Sweetwater, TX"
48151,"Fisher County, TX",TX,99999,NA
48253,"Jones County, TX",TX,10180,"Abilene, TX"
48275,"Knox County, TX",TX,99999,NA
48097,"Cooke County, TX",TX,23620,"Gainesville, TX"
48423,"Smith County, TX",TX,46340,"Tyler, TX"
48373,"Polk County, TX",TX,99999,NA
48495,"Winkler County, TX",TX,99999,NA
48003,"Andrews County, TX",TX,11380,"Andrews, TX"
48007,"Aransas County, TX",TX,18580,"Corpus Christi, TX"
48039,"Brazoria County, TX",TX,26420,"Houston-The Woodlands-Sugar Land, TX"
48047,"Brooks County, TX",TX,99999,NA
48057,"Calhoun County, TX",TX,38920,"Port Lavaca, TX"
48065,"Carson County, TX",TX,11100,"Amarillo, TX"
48075,"Childress County, TX",TX,99999,NA
48079,"Cochran County, TX",TX,99999,NA
48101,"Cottle County, TX",TX,99999,NA
48107,"Crosby County, TX",TX,31180,"Lubbock, TX"
48109,"Culberson County, TX",TX,99999,NA
48115,"Dawson County, TX",TX,29500,"Lamesa, TX"
48135,"Ector County, TX",TX,36220,"Odessa, TX"
48155,"Foard County, TX",TX,99999,NA
48165,"Gaines County, TX",TX,99999,NA
48167,"Galveston County, TX",TX,26420,"Houston-The Woodlands-Sugar Land, TX"
48179,"Gray County, TX",TX,37420,"Pampa, TX"
48189,"Hale County, TX",TX,38380,"Plainview, TX"
48191,"Hall County, TX",TX,99999,NA
48197,"Hardeman County, TX",TX,99999,NA
48207,"Haskell County, TX",TX,99999,NA
48215,"Hidalgo County, TX",TX,32580,"McAllen-Edinburg-Mission, TX"
48219,"Hockley County, TX",TX,30220,"Levelland, TX"
48227,"Howard County, TX",TX,13700,"Big Spring, TX"
48235,"Irion County, TX",TX,41660,"San Angelo, TX"
48243,"Jeff Davis County, TX",TX,99999,NA
48245,"Jefferson County, TX",TX,13140,"Beaumont-Port Arthur, TX"
48261,"Kenedy County, TX",TX,28780,"Kingsville, TX"
48301,"Loving County, TX",TX,99999,NA
48317,"Martin County, TX",TX,33260,"Midland, TX"
48321,"Matagorda County, TX",TX,13060,"Bay City, TX"
48323,"Maverick County, TX",TX,20580,"Eagle Pass, TX"
48335,"Mitchell County, TX",TX,99999,NA
48345,"Motley County, TX",TX,99999,NA
48359,"Oldham County, TX",TX,11100,"Amarillo, TX"
48371,"Pecos County, TX",TX,99999,NA
48375,"Potter County, TX",TX,11100,"Amarillo, TX"
48383,"Reagan County, TX",TX,99999,NA
48389,"Reeves County, TX",TX,37780,"Pecos, TX"
48399,"Runnels County, TX",TX,99999,NA
48415,"Scurry County, TX",TX,43660,"Snyder, TX"
48431,"Sterling County, TX",TX,99999,NA
48433,"Stonewall County, TX",TX,99999,NA
48443,"Terrell County, TX",TX,99999,NA
48461,"Upton County, TX",TX,99999,NA
48451,"Tom Green County, TX",TX,41660,"San Angelo, TX"
48463,"Uvalde County, TX",TX,46620,"Uvalde, TX"
48465,"Val Verde County, TX",TX,19620,"Del Rio, TX"
48475,"Ward County, TX",TX,99999,NA
48487,"Wilbarger County, TX",TX,46900,"Vernon, TX"
48223,"Hopkins County, TX",TX,44860,"Sulphur Springs, TX"
48205,"Hartley County, TX",TX,99999,NA
48277,"Lamar County, TX",TX,37580,"Paris, TX"
48367,"Parker County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48439,"Tarrant County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48407,"San Jacinto County, TX",TX,99999,NA
48145,"Falls County, TX",TX,47380,"Waco, TX"
48071,"Chambers County, TX",TX,26420,"Houston-The Woodlands-Sugar Land, TX"
48173,"Glasscock County, TX",TX,13700,"Big Spring, TX"
48017,"Bailey County, TX",TX,99999,NA
48045,"Briscoe County, TX",TX,99999,NA
48069,"Castro County, TX",TX,99999,NA
48087,"Collingsworth County, TX",TX,99999,NA
48113,"Dallas County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48117,"Deaf Smith County, TX",TX,25820,"Hereford, TX"
48125,"Dickens County, TX",TX,99999,NA
48127,"Dimmit County, TX",TX,99999,NA
48129,"Donley County, TX",TX,99999,NA
48169,"Garza County, TX",TX,99999,NA
48203,"Harrison County, TX",TX,32220,"Marshall, TX"
48211,"Hemphill County, TX",TX,99999,NA
48257,"Kaufman County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48409,"San Patricio County, TX",TX,18580,"Corpus Christi, TX"
48413,"Schleicher County, TX",TX,99999,NA
48421,"Sherman County, TX",TX,99999,NA
48483,"Wheeler County, TX",TX,99999,NA
48501,"Yoakum County, TX",TX,99999,NA
48497,"Wise County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48491,"Williamson County, TX",TX,12420,"Austin-Round Rock, TX"
48157,"Fort Bend County, TX",TX,26420,"Houston-The Woodlands-Sugar Land, TX"
48471,"Walker County, TX",TX,26660,"Huntsville, TX"
48089,"Colorado County, TX",TX,99999,NA
48201,"Harris County, TX",TX,26420,"Houston-The Woodlands-Sugar Land, TX"
48481,"Wharton County, TX",TX,20900,"El Campo, TX"
48339,"Montgomery County, TX",TX,26420,"Houston-The Woodlands-Sugar Land, TX"
48455,"Trinity County, TX",TX,26660,"Huntsville, TX"
48291,"Liberty County, TX",TX,26420,"Houston-The Woodlands-Sugar Land, TX"
48015,"Austin County, TX",TX,26420,"Houston-The Woodlands-Sugar Land, TX"
48473,"Waller County, TX",TX,26420,"Houston-The Woodlands-Sugar Land, TX"
48349,"Navarro County, TX",TX,18620,"Corsicana, TX"
48363,"Palo Pinto County, TX",TX,33420,"Mineral Wells, TX"
48425,"Somervell County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48231,"Hunt County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48397,"Rockwall County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48143,"Erath County, TX",TX,44500,"Stephenville, TX"
48251,"Johnson County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48221,"Hood County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48139,"Ellis County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48121,"Denton County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48085,"Collin County, TX",TX,19100,"Dallas-Fort Worth-Arlington, TX"
48419,"Shelby County, TX",TX,99999,NA
48241,"Jasper County, TX",TX,99999,NA
48403,"Sabine County, TX",TX,99999,NA
48405,"San Augustine County, TX",TX,99999,NA
48347,"Nacogdoches County, TX",TX,34860,"Nacogdoches, TX"
48457,"Tyler County, TX",TX,99999,NA
48005,"Angelina County, TX",TX,31260,"Lufkin, TX"
48225,"Houston County, TX",TX,99999,NA
48351,"Newton County, TX",TX,13140,"Beaumont-Port Arthur, TX"
48333,"Mills County, TX",TX,99999,NA
48331,"Milam County, TX",TX,99999,NA
48193,"Hamilton County, TX",TX,99999,NA
48411,"San Saba County, TX",TX,99999,NA
48329,"Midland County, TX",TX,33260,"Midland, TX"
48387,"Red River County, TX",TX,99999,NA
48343,"Morris County, TX",TX,99999,NA
48159,"Franklin County, TX",TX,99999,NA
48119,"Delta County, TX",TX,99999,NA
48067,"Cass County, TX",TX,99999,NA
48307,"McCulloch County, TX",TX,99999,NA
48267,"Kimble County, TX",TX,99999,NA
48435,"Sutton County, TX",TX,99999,NA
48327,"Menard County, TX",TX,99999,NA
48137,"Edwards County, TX",TX,99999,NA
48459,"Upshur County, TX",TX,30980,"Longview, TX"
48213,"Henderson County, TX",TX,11980,"Athens, TX"
48365,"Panola County, TX",TX,99999,NA
48401,"Rusk County, TX",TX,30980,"Longview, TX"
48315,"Marion County, TX",TX,99999,NA
35059,"Union County, NM",NM,99999,NA
48381,"Randall County, TX",TX,11100,"Amarillo, TX"
48357,"Ochiltree County, TX",TX,99999,NA
48295,"Lipscomb County, TX",TX,99999,NA
48369,"Parmer County, TX",TX,99999,NA
48195,"Hansford County, TX",TX,99999,NA
48011,"Armstrong County, TX",TX,11100,"Amarillo, TX"
48177,"Gonzales County, TX",TX,99999,NA
48285,"Lavaca County, TX",TX,99999,NA
48469,"Victoria County, TX",TX,47020,"Victoria, TX"
48175,"Goliad County, TX",TX,47020,"Victoria, TX"
48239,"Jackson County, TX",TX,99999,NA
48123,"DeWitt County, TX",TX,99999,NA
48503,"Young County, TX",TX,99999,NA
48485,"Wichita County, TX",TX,48660,"Wichita Falls, TX"
48337,"Montague County, TX",TX,99999,NA
48237,"Jack County, TX",TX,99999,NA
48023,"Baylor County, TX",TX,99999,NA
48077,"Clay County, TX",TX,48660,"Wichita Falls, TX"
48009,"Archer County, TX",TX,48660,"Wichita Falls, TX"
48293,"Limestone County, TX",TX,99999,NA
48217,"Hill County, TX",TX,99999,NA
48035,"Bosque County, TX",TX,99999,NA
48287,"Lee County, TX",TX,99999,NA
48055,"Caldwell County, TX",TX,12420,"Austin-Round Rock, TX"
48209,"Hays County, TX",TX,12420,"Austin-Round Rock, TX"
48395,"Robertson County, TX",TX,17780,"College Station-Bryan, TX"
48051,"Burleson County, TX",TX,17780,"College Station-Bryan, TX"
48187,"Guadalupe County, TX",TX,41700,"San Antonio-New Braunfels, TX"
48255,"Karnes County, TX",TX,99999,NA
48311,"McMullen County, TX",TX,99999,NA
48303,"Lubbock County, TX",TX,31180,"Lubbock, TX"
48153,"Floyd County, TX",TX,99999,NA
48447,"Throckmorton County, TX",TX,99999,NA
48429,"Stephens County, TX",TX,99999,NA
48263,"Kent County, TX",TX,99999,NA
48093,"Comanche County, TX",TX,99999,NA
48133,"Eastland County, TX",TX,99999,NA
48083,"Coleman County, TX",TX,99999,NA
48049,"Brown County, TX",TX,15220,"Brownwood, TX"
48059,"Callahan County, TX",TX,10180,"Abilene, TX"
49005,"Cache County, UT",UT,30860,"Logan, UT-ID"
49033,"Rich County, UT",UT,99999,NA
49047,"Uintah County, UT",UT,46860,"Vernal, UT"
49009,"Daggett County, UT",UT,99999,NA
49001,"Beaver County, UT",UT,99999,NA
49017,"Garfield County, UT",UT,99999,NA
49025,"Kane County, UT",UT,99999,NA
49021,"Iron County, UT",UT,16260,"Cedar City, UT"
49035,"Salt Lake County, UT",UT,41620,"Salt Lake City, UT"
49045,"Tooele County, UT",UT,41620,"Salt Lake City, UT"
49037,"San Juan County, UT",UT,99999,NA
49049,"Utah County, UT",UT,39340,"Provo-Orem, UT"
49051,"Wasatch County, UT",UT,25720,"Heber, UT"
49013,"Duchesne County, UT",UT,99999,NA
49015,"Emery County, UT",UT,99999,NA
49023,"Juab County, UT",UT,39340,"Provo-Orem, UT"
49055,"Wayne County, UT",UT,99999,NA
49041,"Sevier County, UT",UT,99999,NA
49007,"Carbon County, UT",UT,39220,"Price, UT"
49003,"Box Elder County, UT",UT,36260,"Ogden-Clearfield, UT"
49011,"Davis County, UT",UT,36260,"Ogden-Clearfield, UT"
49019,"Grand County, UT",UT,99999,NA
49027,"Millard County, UT",UT,99999,NA
49029,"Morgan County, UT",UT,36260,"Ogden-Clearfield, UT"
49031,"Piute County, UT",UT,99999,NA
49039,"Sanpete County, UT",UT,99999,NA
49043,"Summit County, UT",UT,44920,"Summit Park, UT"
49053,"Washington County, UT",UT,41100,"St. George, UT"
49057,"Weber County, UT",UT,36260,"Ogden-Clearfield, UT"
8113,"San Miguel County, CO",CO,99999,NA
56041,"Uinta County, WY",WY,21740,"Evanston, WY"
56037,"Sweetwater County, WY",WY,40540,"Rock Springs, WY"
4005,"Coconino County, AZ",AZ,22380,"Flagstaff, AZ"
16071,"Oneida County, ID",ID,99999,NA
50001,"Addison County, VT",VT,99999,NA
50007,"Chittenden County, VT",VT,15540,"Burlington-South Burlington, VT"
50011,"Franklin County, VT",VT,15540,"Burlington-South Burlington, VT"
50013,"Grand Isle County, VT",VT,15540,"Burlington-South Burlington, VT"
50027,"Windsor County, VT",VT,17200,"Claremont-Lebanon, NH-VT"
50015,"Lamoille County, VT",VT,99999,NA
50005,"Caledonia County, VT",VT,99999,NA
50025,"Windham County, VT",VT,99999,NA
50009,"Essex County, VT",VT,13620,"Berlin, NH-VT"
50019,"Orleans County, VT",VT,99999,NA
50021,"Rutland County, VT",VT,40860,"Rutland, VT"
50023,"Washington County, VT",VT,12740,"Barre, VT"
50017,"Orange County, VT",VT,17200,"Claremont-Lebanon, NH-VT"
50003,"Bennington County, VT",VT,13540,"Bennington, VT"
33007,"Coos County, NH",NH,13620,"Berlin, NH-VT"
51119,"Middlesex County, VA",VA,99999,NA
51133,"Northumberland County, VA",VA,99999,NA
51057,"Essex County, VA",VA,99999,NA
51159,"Richmond County, VA",VA,99999,NA
51175,"Southampton County, VA",VA,99999,NA
51740,"Portsmouth city, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51199,"York County, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51017,"Bath County, VA",VA,99999,NA
51163,"Rockbridge County, VA",VA,99999,NA
51171,"Shenandoah County, VA",VA,99999,NA
51015,"Augusta County, VA",VA,44420,"Staunton-Waynesboro, VA"
51107,"Loudoun County, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51059,"Fairfax County, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51153,"Prince William County, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51019,"Bedford County, VA",VA,31340,"Lynchburg, VA"
51031,"Campbell County, VA",VA,31340,"Lynchburg, VA"
51009,"Amherst County, VA",VA,31340,"Lynchburg, VA"
51141,"Patrick County, VA",VA,99999,NA
51089,"Henry County, VA",VA,32300,"Martinsville, VA"
51125,"Nelson County, VA",VA,16820,"Charlottesville, VA"
51036,"Charles City County, VA",VA,40060,"Richmond, VA"
51131,"Northampton County, VA",VA,99999,NA
51001,"Accomack County, VA",VA,99999,NA
51155,"Pulaski County, VA",VA,13980,"Blacksburg-Christiansburg-Radford, VA"
51179,"Stafford County, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51810,"Virginia Beach city, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51021,"Bland County, VA",VA,99999,NA
51013,"Arlington County, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51025,"Brunswick County, VA",VA,99999,NA
51095,"James City County, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51121,"Montgomery County, VA",VA,13980,"Blacksburg-Christiansburg-Radford, VA"
51550,"Chesapeake city, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51650,"Hampton city, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51700,"Newport News city, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51710,"Norfolk city, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51760,"Richmond city, VA",VA,40060,"Richmond, VA"
51580,"Covington city, VA",VA,99999,NA
51530,"Buena Vista city, VA",VA,99999,NA
51183,"Sussex County, VA",VA,40060,"Richmond, VA"
51195,"Wise County, VA",VA,13720,"Big Stone Gap, VA"
51041,"Chesterfield County, VA",VA,40060,"Richmond, VA"
51053,"Dinwiddie County, VA",VA,40060,"Richmond, VA"
51115,"Mathews County, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51165,"Rockingham County, VA",VA,25500,"Harrisonburg, VA"
51003,"Albemarle County, VA",VA,16820,"Charlottesville, VA"
51181,"Surry County, VA",VA,99999,NA
51077,"Grayson County, VA",VA,99999,NA
51135,"Nottoway County, VA",VA,99999,NA
51063,"Floyd County, VA",VA,13980,"Blacksburg-Christiansburg-Radford, VA"
51149,"Prince George County, VA",VA,40060,"Richmond, VA"
51670,"Hopewell city, VA",VA,40060,"Richmond, VA"
51730,"Petersburg city, VA",VA,40060,"Richmond, VA"
51800,"Suffolk city, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51510,"Alexandria city, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51105,"Lee County, VA",VA,99999,NA
51720,"Norton city, VA",VA,13720,"Big Stone Gap, VA"
51027,"Buchanan County, VA",VA,99999,NA
51051,"Dickenson County, VA",VA,13720,"Big Stone Gap, VA"
51167,"Russell County, VA",VA,99999,NA
51185,"Tazewell County, VA",VA,14140,"Bluefield, WV-VA"
51169,"Scott County, VA",VA,28700,"Kingsport-Bristol-Bristol, TN-VA"
51005,"Alleghany County, VA",VA,99999,NA
51067,"Franklin County, VA",VA,40220,"Roanoke, VA"
51023,"Botetourt County, VA",VA,40220,"Roanoke, VA"
51161,"Roanoke County, VA",VA,40220,"Roanoke, VA"
51045,"Craig County, VA",VA,40220,"Roanoke, VA"
51770,"Roanoke city, VA",VA,40220,"Roanoke, VA"
51775,"Salem city, VA",VA,40220,"Roanoke, VA"
51103,"Lancaster County, VA",VA,99999,NA
51193,"Westmoreland County, VA",VA,99999,NA
51177,"Spotsylvania County, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51101,"King William County, VA",VA,40060,"Richmond, VA"
51630,"Fredericksburg city, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51033,"Caroline County, VA",VA,40060,"Richmond, VA"
51099,"King George County, VA",VA,99999,NA
51097,"King and Queen County, VA",VA,99999,NA
51093,"Isle of Wight County, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51620,"Franklin city, VA",VA,99999,NA
51083,"Halifax County, VA",VA,99999,NA
51111,"Lunenburg County, VA",VA,99999,NA
51147,"Prince Edward County, VA",VA,99999,NA
51117,"Mecklenburg County, VA",VA,99999,NA
51075,"Goochland County, VA",VA,40060,"Richmond, VA"
51037,"Charlotte County, VA",VA,99999,NA
51007,"Amelia County, VA",VA,40060,"Richmond, VA"
51049,"Cumberland County, VA",VA,99999,NA
51029,"Buckingham County, VA",VA,16820,"Charlottesville, VA"
51011,"Appomattox County, VA",VA,31340,"Lynchburg, VA"
51735,"Poquoson city, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51830,"Williamsburg city, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51073,"Gloucester County, VA",VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
51127,"New Kent County, VA",VA,40060,"Richmond, VA"
51085,"Hanover County, VA",VA,40060,"Richmond, VA"
51087,"Henrico County, VA",VA,40060,"Richmond, VA"
51145,"Powhatan County, VA",VA,40060,"Richmond, VA"
37185,"Warren County, NC",NC,99999,NA
51091,"Highland County, VA",VA,99999,NA
51678,"Lexington city, VA",VA,99999,NA
51187,"Warren County, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51840,"Winchester city, VA",VA,49020,"Winchester, VA-WV"
51139,"Page County, VA",VA,99999,NA
51069,"Frederick County, VA",VA,49020,"Winchester, VA-WV"
51043,"Clarke County, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51660,"Harrisonburg city, VA",VA,25500,"Harrisonburg, VA"
51820,"Waynesboro city, VA",VA,44420,"Staunton-Waynesboro, VA"
51790,"Staunton city, VA",VA,44420,"Staunton-Waynesboro, VA"
51600,"Fairfax city, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51610,"Falls Church city, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51685,"Manassas Park city, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51683,"Manassas city, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51680,"Lynchburg city, VA",VA,31340,"Lynchburg, VA"
37005,"Alleghany County, NC",NC,99999,NA
51570,"Colonial Heights city, VA",VA,40060,"Richmond, VA"
51081,"Greensville County, VA",VA,99999,NA
51595,"Emporia city, VA",VA,99999,NA
37171,"Surry County, NC",NC,34340,"Mount Airy, NC"
37157,"Rockingham County, NC",NC,24660,"Greensboro-High Point, NC"
51143,"Pittsylvania County, VA",VA,19260,"Danville, VA"
51590,"Danville city, VA",VA,19260,"Danville, VA"
51690,"Martinsville city, VA",VA,32300,"Martinsville, VA"
51113,"Madison County, VA",VA,99999,NA
51157,"Rappahannock County, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51540,"Charlottesville city, VA",VA,16820,"Charlottesville, VA"
51137,"Orange County, VA",VA,99999,NA
51109,"Louisa County, VA",VA,99999,NA
51065,"Fluvanna County, VA",VA,16820,"Charlottesville, VA"
51079,"Greene County, VA",VA,16820,"Charlottesville, VA"
51061,"Fauquier County, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
51047,"Culpeper County, VA",VA,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
37131,"Northampton County, NC",NC,40260,"Roanoke Rapids, NC"
51071,"Giles County, VA",VA,13980,"Blacksburg-Christiansburg-Radford, VA"
51197,"Wythe County, VA",VA,99999,NA
51173,"Smyth County, VA",VA,99999,NA
51750,"Radford city, VA",VA,13980,"Blacksburg-Christiansburg-Radford, VA"
51035,"Carroll County, VA",VA,99999,NA
51191,"Washington County, VA",VA,28700,"Kingsport-Bristol-Bristol, TN-VA"
51640,"Galax city, VA",VA,99999,NA
51520,"Bristol city, VA",VA,28700,"Kingsport-Bristol-Bristol, TN-VA"
37033,"Caswell County, NC",NC,99999,NA
21095,"Harlan County, KY",KY,99999,NA
53063,"Spokane County, WA",WA,44060,"Spokane-Spokane Valley, WA"
53015,"Cowlitz County, WA",WA,31020,"Longview, WA"
53069,"Wahkiakum County, WA",WA,99999,NA
53025,"Grant County, WA",WA,34180,"Moses Lake, WA"
53017,"Douglas County, WA",WA,48300,"Wenatchee, WA"
53007,"Chelan County, WA",WA,48300,"Wenatchee, WA"
53033,"King County, WA",WA,42660,"Seattle-Tacoma-Bellevue, WA"
53053,"Pierce County, WA",WA,42660,"Seattle-Tacoma-Bellevue, WA"
53037,"Kittitas County, WA",WA,21260,"Ellensburg, WA"
53039,"Klickitat County, WA",WA,99999,NA
53077,"Yakima County, WA",WA,49420,"Yakima, WA"
53045,"Mason County, WA",WA,43220,"Shelton, WA"
53067,"Thurston County, WA",WA,36500,"Olympia-Tumwater, WA"
53041,"Lewis County, WA",WA,16500,"Centralia, WA"
53049,"Pacific County, WA",WA,99999,NA
53027,"Grays Harbor County, WA",WA,10140,"Aberdeen, WA"
53031,"Jefferson County, WA",WA,99999,NA
53035,"Kitsap County, WA",WA,14740,"Bremerton-Silverdale, WA"
53009,"Clallam County, WA",WA,38820,"Port Angeles, WA"
53005,"Benton County, WA",WA,28420,"Kennewick-Richland, WA"
53021,"Franklin County, WA",WA,28420,"Kennewick-Richland, WA"
53073,"Whatcom County, WA",WA,13380,"Bellingham, WA"
53055,"San Juan County, WA",WA,99999,NA
53057,"Skagit County, WA",WA,34580,"Mount Vernon-Anacortes, WA"
53047,"Okanogan County, WA",WA,99999,NA
53001,"Adams County, WA",WA,36830,"Othello, WA"
53029,"Island County, WA",WA,36020,"Oak Harbor, WA"
53061,"Snohomish County, WA",WA,42660,"Seattle-Tacoma-Bellevue, WA"
53075,"Whitman County, WA",WA,39420,"Pullman, WA"
53051,"Pend Oreille County, WA",WA,44060,"Spokane-Spokane Valley, WA"
53059,"Skamania County, WA",WA,38900,"Portland-Vancouver-Hillsboro, OR-WA"
53019,"Ferry County, WA",WA,99999,NA
53043,"Lincoln County, WA",WA,99999,NA
53071,"Walla Walla County, WA",WA,47460,"Walla Walla, WA"
53065,"Stevens County, WA",WA,44060,"Spokane-Spokane Valley, WA"
53013,"Columbia County, WA",WA,47460,"Walla Walla, WA"
53023,"Garfield County, WA",WA,99999,NA
53003,"Asotin County, WA",WA,30300,"Lewiston, ID-WA"
41049,"Morrow County, OR",OR,25840,"Hermiston-Pendleton, OR"
41027,"Hood River County, OR",OR,26220,"Hood River, OR"
53011,"Clark County, WA",WA,38900,"Portland-Vancouver-Hillsboro, OR-WA"
41051,"Multnomah County, OR",OR,38900,"Portland-Vancouver-Hillsboro, OR-WA"
16057,"Latah County, ID",ID,34140,"Moscow, ID"
54035,"Jackson County, WV",WV,99999,NA
54107,"Wood County, WV",WV,37620,"Parkersburg-Vienna, WV"
54013,"Calhoun County, WV",WV,99999,NA
54085,"Ritchie County, WV",WV,99999,NA
54087,"Roane County, WV",WV,99999,NA
54073,"Pleasants County, WV",WV,99999,NA
54077,"Preston County, WV",WV,34060,"Morgantown, WV"
54041,"Lewis County, WV",WV,99999,NA
54007,"Braxton County, WV",WV,99999,NA
54021,"Gilmer County, WV",WV,99999,NA
54097,"Upshur County, WV",WV,99999,NA
54001,"Barbour County, WV",WV,99999,NA
54093,"Tucker County, WV",WV,99999,NA
54039,"Kanawha County, WV",WV,16620,"Charleston, WV"
54057,"Mineral County, WV",WV,19060,"Cumberland, MD-WV"
54101,"Webster County, WV",WV,99999,NA
54037,"Jefferson County, WV",WV,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
54027,"Hampshire County, WV",WV,49020,"Winchester, VA-WV"
54003,"Berkeley County, WV",WV,25180,"Hagerstown-Martinsburg, MD-WV"
54065,"Morgan County, WV",WV,99999,NA
54031,"Hardy County, WV",WV,99999,NA
54071,"Pendleton County, WV",WV,99999,NA
54023,"Grant County, WV",WV,99999,NA
